title,release,director,budget,opening,gross,worldwide_gross,metacritic_score,mpaa_rating,budget_mil,opening_mil,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,leadActor
Money Monster,2016-05-13,Jodie Foster,27000000,14788157,41012075,93282604,55,R,27.0,14.788157,tt2241351,movie,Money Monster,Money Monster,0,2016,98,Crime,6.5,95473,nm1240783
Spider-Man: Homecoming,2017-07-07,Jon Watts,175000000,117027503,334201140,880166924,73,PG-13,175.0,117.027503,tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,133,Action,7.4,525923,nm0326246
Kung Fu Panda 3,2016-01-29,Alessandro Carloni,145000000,41282042,143528619,521170825,66,PG,145.0,41.282042,tt2267968,movie,Kung Fu Panda 3,Kung Fu Panda 3,0,2016,95,Action,7.1,137058,nm0717550
Magic Mike XXL,2015-07-01,Gregory Jacobs,14800000,12857184,66013057,117813057,60,R,14.8,12.857184,tt2268016,movie,Magic Mike XXL,Magic Mike XXL,0,2015,115,Comedy,5.6,52799,nm0917059
Hellboy,2019-04-12,Neil Marshall,50000000,12045147,21903748,55065289,31,R,50.0,12.045147,tt2274648,movie,Hellboy,Hellboy,0,2019,120,Action,5.2,80057,nm1785892
Finding Dory,2016-06-17,Andrew Stanton,200000000,135060273,486295561,1028570942,77,PG,200.0,135.060273,tt2277860,movie,Finding Dory,Finding Dory,0,2016,97,Adventure,7.3,244684,nm0002353
Love the Coopers,2015-11-13,Jessie Nelson,17000000,8317545,26302731,42426912,31,PG-13,17.0,8.317545,tt2279339,movie,Love the Coopers,Love the Coopers,0,2015,107,Comedy,5.8,22198,nm0737216
The SpongeBob Movie: Sponge Out of Water,2015-02-06,Paul Tibbitt,74000000,55365012,162994032,325186032,62,PG,74.0,55.365012,tt2279373,movie,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,0,2015,92,Action,6.0,50262,nm0000317
Men in Black: International,2019-06-14,F. Gary Gray,110000000,30035838,80001807,253890701,38,PG-13,110.0,30.035838,tt2283336,movie,Men in Black: International,Men in Black: International,0,2019,114,Action,5.6,112616,nm0391344
Jumanji: Welcome to the Jungle,2017-12-20,Jake Kasdan,90000000,36169328,404540171,962174450,58,PG-13,90.0,36.169328,tt2283362,movie,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,0,2017,119,Action,6.9,326614,nm0684374
Americons,2015-01-22,Theo Avgerinos,1250000,14404,28782,28782,25,R,1.25,0.014404,tt2293060,movie,Americons,Americons,0,2015,89,Action,5.1,331,nm1092223
Minions,2015-07-10,Kyle Balda,74000000,115718405,336045770,1159444662,56,PG,74.0,115.718405,tt2293640,movie,Minions,Minions,0,2015,91,Adventure,6.4,214549,nm0528244
Sherlock Gnomes,2018-03-23,John Stevenson,59000000,10604774,43242871,90497778,36,PG,59.0,10.604774,tt2296777,movie,Sherlock Gnomes,Sherlock Gnomes,0,2018,86,Adventure,5.2,10716,nm1486235
The 5th Wave,2016-01-22,J Blakeson,38000000,10326356,34916787,109906372,33,PG-13,38.0,10.326356,tt2304933,movie,The 5th Wave,The 5th Wave,0,2016,112,Action,5.2,101818,nm2130099
The Gallows,2015-07-10,Travis Cluff,100000,9808463,22764410,42964410,30,R,0.1,9.808463,tt2309260,movie,The Gallows,The Gallows,0,2015,81,Horror,4.3,19409,nm2447927
Alien: Covenant,2017-05-19,Ridley Scott,97000000,36160621,74262031,240891763,65,R,97.0,36.160621,tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,122,Horror,6.4,257607,nm0338169
Fifty Shades of Grey,2015-02-13,Sam Taylor-Johnson,40000000,85171450,166167230,569651467,46,R,40.0,85.17145,tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,125,Drama,4.1,300119,nm0116232
Strangerland,2015-07-10,Kim Farrant,10000000,17472,17472,111107,42,R,10.0,0.017472,tt2325977,movie,Strangerland,Strangerland,0,2015,112,Drama,5.2,8892,nm1599663
Mary Queen of Scots,2018-12-21,Josie Rourke,25000000,194777,16468499,46712809,60,R,25.0,0.194777,tt2328900,movie,Mary Queen of Scots,Mary Queen of Scots,0,2018,124,Biography,6.3,43771,nm0271479
Snatched,2017-05-12,Jonathan Levine,42000000,19542248,45852178,60845711,45,R,42.0,19.542248,tt2334871,movie,Snatched,Snatched,0,2017,90,Action,4.5,33489,nm1858656
The Mummy,2017-06-09,Alex Kurtzman,125000000,31688375,80227895,409231607,34,PG-13,125.0,31.688375,tt2345759,movie,The Mummy,The Mummy,0,2017,111,Action,5.4,175175,nm3123612
Live by Night,2017-01-13,Ben Affleck,108000000,33336,10378555,22678555,49,R,108.0,0.033336,tt2361317,movie,Live by Night,Live by Night,0,2016,129,Action,6.4,53007,nm0865189
The Disappointments Room,2016-09-09,D.J. Caruso,15000000,1402823,2423468,5745040,31,R,15.0,1.402823,tt2364897,movie,The Disappointments Room,The Disappointments Room,0,2016,91,Drama,3.9,9245,nm0628304
Spectre,2015-11-06,Sam Mendes,245000000,70403148,200074609,880681519,60,PG-13,245.0,70.403148,tt2379713,movie,Spectre,Spectre,0,2015,148,Action,6.8,388286,nm0517589
Coco,2017-11-22,Lee Unkrich,175000000,50802605,210460015,807817888,81,PG,175.0,50.802605,tt2380307,movie,Coco,Coco,0,2017,105,Adventure,8.4,399434,nm2937122
Mission: Impossible - Rogue Nation,2015-07-31,Christopher McQuarrie,150000000,55520089,195042377,682716636,75,PG-13,150.0,55.520089,tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,131,Action,7.4,345730,nm1333357
Focus,2015-02-27,Glenn Ficarra,50100000,18685137,53862963,158762963,56,R,50.1,18.685137,tt2381941,movie,Focus,Focus,0,2015,105,Comedy,6.6,222609,nm0224145
The Huntsman: Winter's War,2016-04-22,Cedric Nicolas-Troyan,115000000,19445035,48390190,164989338,35,PG-13,115.0,19.445035,tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,114,Action,6.1,99267,nm2489193
How to Train Your Dragon: The Hidden World,2019-02-22,Dean DeBlois,129000000,55022245,160799505,524384837,71,PG,129.0,55.022245,tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019,104,Action,7.5,107935,nm0694173
High on the Hog,2019-04-16,Tony Wash,1200000,15125,45696,45696,,R,1.2,0.015125,tt2386668,movie,High on the Hog,High on the Hog,0,2019,85,Action,3.6,185,nm2157090
Avengers: Age of Ultron,2015-05-01,Joss Whedon,250000000,191271109,459005868,1402809540,66,PG-13,250.0,191.271109,tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,141,Action,7.3,762032,nm0456158
Smurfs: The Lost Village,2017-04-07,Kelly Asbury,60000000,13210449,45020282,197183546,40,PG,60.0,13.210449,tt2398241,movie,Smurfs: The Lost Village,Smurfs: The Lost Village,0,2017,90,Adventure,6.0,18915,nm0061671
Anomalisa,2016-03-11,Duke Johnson,8000000,135222,3759286,5659286,88,R,8.0,0.135222,tt2401878,movie,Anomalisa,Anomalisa,0,2015,90,Animation,7.3,67215,nm2026060
Gods of Egypt,2016-02-26,Alex Proyas,140000000,14123903,31153464,150680864,25,PG-13,140.0,14.123903,tt2404233,movie,Gods of Egypt,Gods of Egypt,0,2016,127,Action,5.4,107893,nm0001937
Woman in Gold,2015-04-10,Simon Curtis,11000000,2091551,33307793,61619773,51,PG-13,11.0,2.091551,tt2404425,movie,Woman in Gold,Woman in Gold,0,2015,109,Biography,7.3,54726,nm2739175
The Magnificent Seven,2016-09-23,Antoine Fuqua,90000000,34703397,93432655,162360636,54,PG-13,90.0,34.703397,tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,132,Action,6.9,187321,nm4446305
Project Almanac,2015-01-30,Dean Israelite,12000000,8310252,22348241,33213241,47,PG-13,12.0,8.310252,tt2436386,movie,Project Almanac,Project Almanac,0,2015,106,Drama,6.4,76800,nm0298181
The Peanuts Movie,2015-11-06,Steve Martino,99000000,44213073,130178411,246233113,67,G,99.0,44.213073,tt2452042,movie,The Peanuts Movie,The Peanuts Movie,0,2015,88,Animation,7.1,42742,nm0776441
Isn't It Romantic,2019-02-13,Todd Strauss-Schulson,31000000,14247758,48791187,48791187,60,PG-13,31.0,14.247758,tt2452244,movie,Isn't It Romantic,Isn't It Romantic,0,2019,89,Comedy,5.9,64220,nm0307776
Masterminds,2016-09-30,Jared Hess,25000000,6541205,17368022,29674699,47,PG-13,25.0,6.541205,tt2461150,movie,Masterminds,Masterminds,0,2016,95,Biography,5.8,51480,nm0326415
Star Wars: Episode VII - The Force Awakens,2015-12-18,J.J. Abrams,245000000,247966675,936662225,2068455677,80,PG-13,245.0,247.966675,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,138,Action,7.9,868276,nm1333357
Hotel Transylvania 2,2015-09-25,Genndy Tartakovsky,80000000,48464322,169700110,474800000,44,PG,80.0,48.464322,tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,0,2015,89,Animation,6.7,109752,nm0006205
Billy Lynn's Long Halftime Walk,2016-11-18,Ang Lee,40000000,114129,1738477,30930984,53,R,40.0,0.114129,tt2513074,movie,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,0,2016,113,Action,6.2,21339,nm0144785
The Gunman,2015-03-20,Pierre Morel,40000000,5028702,10664749,24177137,39,R,40.0,5.028702,tt2515034,movie,The Gunman,The Gunman,0,2015,115,Action,5.8,39311,nm0534207
Star Wars: Episode VIII - The Last Jedi,2017-12-15,Rian Johnson,317000000,220009584,620181382,1332698830,84,PG-13,317.0,220.009584,tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,152,Action,7.0,572962,nm0006911
Star Wars: Episode IX - The Rise of Skywalker,2019-12-20,J.J. Abrams,275000000,177383864,515202542,1074144248,53,PG-13,275.0,177.383864,tt2527338,movie,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IX - The Rise of Skywalker,0,2019,141,Action,6.6,384747,nm0006516
Crimson Peak,2015-10-16,Guillermo del Toro,55000000,13143310,31090320,74679822,66,R,55.0,13.14331,tt2554274,movie,Crimson Peak,Crimson Peak,0,2015,119,Drama,6.5,132140,nm2100078
The Second Best Exotic Marigold Hotel,2015-03-06,John Madden,10000000,8540370,33078266,85978292,51,PG,10.0,8.54037,tt2555736,movie,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,0,2015,122,Comedy,6.6,31763,nm0110357
Pacific Rim: Uprising,2018-03-23,Steven S. DeKnight,150000000,28116535,59874525,290930148,44,PG-13,150.0,28.116535,tt2557478,movie,Pacific Rim: Uprising,Pacific Rim: Uprising,0,2018,111,Action,5.6,107955,nm2012438
Alice Through the Looking Glass,2016-05-27,James Bobin,170000000,26858726,77041381,299457024,34,PG,170.0,26.858726,tt2567026,movie,Alice Through the Looking Glass,Alice Through the Looking Glass,0,2016,113,Adventure,6.2,95741,nm0005387
Shut In,2016-11-11,Farren Blackburn,10000000,3613567,6900335,13082071,25,PG-13,10.0,3.613567,tt2582500,movie,Shut In,Shut In,0,2016,91,Drama,4.8,12890,nm0954437
Hell or High Water,2016-08-26,David Mackenzie,12000000,621329,27007844,37879877,88,R,12.0,0.621329,tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,102,Action,7.6,207246,nm0792263
Jojo Rabbit,2019-11-08,Taika Waititi,14000000,349555,33370906,90335025,58,PG-13,14.0,0.349555,tt2584384,movie,Jojo Rabbit,Jojo Rabbit,0,2019,108,Comedy,7.9,313406,nm1893246
Resident Evil: The Final Chapter,2017-01-27,Paul W.S. Anderson,40000000,13601682,26830068,312242626,49,R,40.0,13.601682,tt2592614,movie,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,0,2016,107,Action,5.5,85410,nm0093337
Hot Tub Time Machine 2,2015-02-20,Steve Pink,14000000,5963324,12314651,13081651,29,R,14.0,5.963324,tt2637294,movie,Hot Tub Time Machine 2,Hot Tub Time Machine 2,0,2015,93,Comedy,5.1,37222,nm5236778
Ben-Hur,2016-08-19,Timur Bekmambetov,100000000,11203815,26410477,94061311,38,PG-13,100.0,11.203815,tt2638144,movie,Ben-Hur,Ben-Hur,0,2016,123,Action,5.7,42129,nm0199733
Midnight Special,2016-04-20,Jeff Nichols,18000000,190012,3712282,6740647,76,PG-13,18.0,0.190012,tt2649554,movie,Midnight Special,Midnight Special,0,2016,112,Drama,6.6,76635,nm1309148
Star Trek Beyond,2016-07-22,Justin Lin,185000000,59253211,158848340,343471816,68,PG-13,185.0,59.253211,tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,122,Action,7.1,230744,nm0734472
Churchill,2017-06-02,Jonathan Teplitzky,6400000,408891,1281258,6724365,44,PG,6.4,0.408891,tt2674454,movie,Churchill,Churchill,0,2017,105,Biography,6.1,12238,nm1033086
Hitman: Agent 47,2015-08-21,Aleksander Bach,35000000,8326530,22467450,82347656,28,R,35.0,8.32653,tt2679042,movie,Hitman: Agent 47,Hitman: Agent 47,0,2015,96,Action,5.7,86240,nm2288699
Game Night,2018-02-23,John Francis Daley,37000000,17005332,69179066,117679066,66,R,37.0,17.005332,tt2704998,movie,Game Night,Game Night,0,2018,100,Action,6.9,211151,nm2470810
The Grinch,2018-11-09,Yarrow Cheney,75000000,67572855,271094731,512492755,51,PG,75.0,67.572855,tt2709692,movie,The Grinch,The Grinch,0,2018,85,Animation,6.3,57131,nm0317450
The Secret Life of Pets,2016-07-08,Chris Renaud,75000000,104352905,368384330,875458631,61,PG,75.0,104.352905,tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,0,2016,87,Adventure,6.5,185004,nm0528244
Blackhat,2015-01-16,Michael Mann,70000000,3901815,8005980,19652057,51,R,70.0,3.901815,tt2717822,movie,Blackhat,Blackhat,0,2015,133,Action,5.4,54298,nm0004581
Everest,2015-09-25,Baltasar Kormákur,55000000,7222035,43482270,203427584,64,PG-13,55.0,7.222035,tt2719848,movie,Everest,Everest,0,2015,121,Action,7.1,201097,nm0064479
Birth of the Dragon,2017-08-25,George Nolfi,31000000,2702430,6901965,7215027,35,PG-13,31.0,2.70243,tt2720826,movie,Birth of the Dragon,Birth of the Dragon,0,2016,95,Action,5.6,7287,nm0518757
L.A. Slasher,2016-06-28,Martin Owen,10000,2421,2421,2421,,R,0.01,0.002421,tt2735292,movie,L.A. Slasher,L.A. Slasher,0,2015,84,Comedy,3.3,736,nm0813181
Sinister 2,2015-08-21,Ciarán Foy,10000000,10542116,27740955,53329150,32,R,10.0,10.542116,tt2752772,movie,Sinister 2,Sinister 2,0,2015,97,Horror,5.3,49395,nm0089658
Beauty and the Beast,2017-03-17,Bill Condon,160000000,174750616,504481165,1264434525,65,PG,160.0,174.750616,tt2771200,movie,Beauty and the Beast,Beauty and the Beast,0,2017,129,Family,7.1,278560,nm0154716
Thank You for Your Service,2017-10-27,Jason Hall,20000000,3817700,9536300,9995692,68,R,20.0,3.8177,tt2776878,movie,Thank You for Your Service,Thank You for Your Service,0,2017,109,Biography,6.6,12695,nm1664042
Pete's Dragon,2016-08-12,David Lowery,65000000,21514095,76233151,143695338,71,PG,65.0,21.514095,tt2788732,movie,Pete's Dragon,Pete's Dragon,0,2016,102,Action,6.7,54633,nm0276039
100 Acres of Hell,2019-03-02,Hank Leigh Hump,65000,997,5152,5152,,R,0.065,0.000997,tt2789014,movie,100 Acres of Hell,100 Acres of Hell,0,2019,85,Action,3.1,199,nm2936056
Annihilation,2018-02-23,Alex Garland,40000000,11071584,32732301,43070915,79,R,40.0,11.071584,tt2798920,movie,Annihilation,Annihilation,0,2018,115,Adventure,6.8,285641,nm4791912
Rock Dog,2017-02-24,Ash Brannon,60000000,3704749,9420546,23157646,48,PG,60.0,3.704749,tt2822672,movie,Rock Dog,Rock Dog,0,2016,90,Adventure,6.0,4725,nm3858082
Ratchet & Clank,2016-04-29,Kevin Munroe,20000000,4869278,8821329,13385737,29,PG,20.0,4.869278,tt2865120,movie,Ratchet & Clank,Ratchet & Clank,0,2016,94,Action,5.6,10001,nm0165995
